title,description,url
 An Introduction to the Imperative Part of C++,"This book provides a complete tutorial introduction to the GNU C/C++ compilers, gcc and g++. GCC is the defacto compiler collection for hundreds of thousands of open source and commercial projects worldwide, and is the standard compiler for academic programs.",https://freecomputerbooks.com/An-Introduction-to-the-Imperative-Part-of-Cpp.html
 An Introduction to GCC: for the GNU Compilers GCC and G++,"The techniques and code examples presented here are directly applicable to real-world embedded software projects of all sorts. Even if you've done some embedded programming before, you'll still benefit from this book.",https://freecomputerbooks.com/An-Introduction-to-GCC.html
 Programming Embedded Systems in C and C++ (Michael Barr),"This book will introduce you to the world of computers, robots, and computing. You will learn that computing is no more about computers than astronomy is about telescopes. Robots have been in existence much longer than computers.",https://freecomputerbooks.com/Programming-Embedded-Systems-in-C-and-Cpp.html
 Learning Computing with Robots in C++ (Deepak Kumar),This book teaches you how to decipher assembly language for those beginners who would like to learn to understand x86 (which accounts for almost all executable software in the world) and ARM code created by C/C++ compilers.,https://freecomputerbooks.com/Learning-Computing-with-Robots.html
 Reverse Engineering for Beginners (Dennis Yurichev),"This book is an introduction to the computational methods used in physics, but also in other scientific fields. C++ is used for programming the core programs and data analysis is performed using the powerful tools of the Gnu/Linux environment.",https://freecomputerbooks.com/Reverse-Engineering-for-Beginners.html
 Computational Physics and Scientific Computing in C++,"This book is is a complete introduction to the C++ language for programmers who are learning C++. Reflecting the latest C++ standard, it takes a useful down-to-earth approach, placing a strong emphasis on how to design clean, elegant code.",https://freecomputerbooks.com/Computational-Physics.html
" O'Reilly® Practical C++ Programming, 2nd Edition (Steve Oualline)",This book adopts a simple and practical approach to describe the concepts of C++. It has been prepared for the beginners to help them understand the basic to advanced concepts related to C++. It assumes the basics of computer programming.,https://freecomputerbooks.com/Practical-Cpp-Programming.html
 Learn C++ Programming Language (Tutorials Point),"This book shows students how object-oriented programming languages such as C++, C#, and Java support this effort with syntactic constructs. They also refine the program design discipline.",https://freecomputerbooks.com/Learn-Cpp-Programming-Language.html
" How to Design Classes (Matthias Felleisen, et al)","This book is about how to write a computer operating system in C/C++ from scratch. The goal is to build a very simple UNIX-based operating system, not just a 'proof-of-concept'. The OS should be able to boot, start a userland shell, and be extensible.",https://freecomputerbooks.com/How-to-Design-Classes.html
 How to Make a Computer Operating System using C/C++,"This is a modern guide to using C++ langugage, including how to apply it to Windows programming. Shows how to write programs for programmers, not computers. It teaches the programmer how to write small, fast, reliable, and scalable programs.",https://freecomputerbooks.com/How-to-Make-a-Computer-Operating-System-by-Samy-Pesse.html
 C++ in Action: Industrial Strength Programming Techniques,"This book presents proven strategies for using and programming in the C++ object-oriented language in the form of easy-to-follow lists of rules and recommendations. It covers naming conventions, code organization, resource management, etc.",https://freecomputerbooks.com/Cpp-In-Action-Industrial-Strength-Programming-Techniques.html
 Industrial Strength C++: Rules and Recommendations,"This book is designed specifically for today's Scientists, Engineers and Mathematicians with a wealth of new applications and examples taken from real situations involving electrical and structural engineering, fluid mechanics, mathematics, etc.",https://freecomputerbooks.com/industrial-strength-cpp.html
" C++ Programming for Scientists (Roldan Pozo, et at)","We will study small code snippets in C and C++, and use them to discuss the fundamental building blocks, limitations and underlying design philosophies of these wonderful but dangerous programming languages.",https://freecomputerbooks.com/Cpp-Programming-for-Scientists.html
 Deep C (and C++) by Olve Maudal and Jon Jagger,This book was written to help professional C# developers learn modern C++ programming. The aim of this book is to leverage your existing C# knowledge in order to expand your skills.,https://freecomputerbooks.com/Deep-C-and-Cpp.html
 C++ Succinctly: C++ for C# Developers (M. McLaughlin),This book presents several concrete implementations of garbage collection and explicit memory management algorithms. Find out how memory is managed at the hardware level by the processor.,https://freecomputerbooks.com/Cpp-Succinctly.html
 Memory Management: Algorithms and Implementations in C/C++,"This document explains the structure of memory subsystems in use on modern commodity hardware, illustrating why CPU caches were developed, how they work, and what programs should do to achieve optimal performance by utilizing them.",https://freecomputerbooks.com/Memory-Management-Algorithms-and-Implementations-in-C-Cpp.html
 What Every Programmer Should Know About Memory,"This is an introduction to programming with pointers and memory in C, C++ and other languages. Explains how pointers and memory work and how to use them -- from the basic concepts through all the major programming techniques.",https://freecomputerbooks.com/What-Every-Programmer-Should-Know-About-Memory.html
" Pointers and Memory (Nick Parlante, et al.)","This book introduces you to the most important and frequently used patterns of parallel programming and provides executable code samples for them, using PPL.",https://freecomputerbooks.com/Pointers-and-Memory.html
 Parallel Programming with Microsoft Visual C++ (Colin Campbell),"This book provides algorithms and ideas for computationalists, whether a working programmer or anyone interested in methods of computation. The implementations are done in C++ and the GP language, written for POSIX-compliant platforms.",https://freecomputerbooks.com/Parallel-Programming-with-Microsoft-Visual-Cpp.html
" Matters Computational: Ideas, Algorithms, Source Code in C++","This book is a collection of essays about a glamorous aspect of software: programming pearls whose origins lie beyond solid engineering, in the realm of insight and creativity. Implementations of all the programs, in C or C++, are now available on the Web.",https://freecomputerbooks.com/Matters-Computational.html
" Programming Pearls, 2nd Edition (Jon Bentley)","This book takes you through learning ZeroMQ, step-by-step, with over 80 examples. You will learn the basicsthe API, the different socket types and how they work, reliability, and advanced other topics. This is the Professional Edition for C/C++.",https://freecomputerbooks.com/Programming-Pearls-2nd-Edition.html
 Code Connected Volume 1: Learning ZeroMQ (Pieter Hintjens),"This book provides a good deal of useful examples and algorithms for people working within the field of finance, in C++. All the routines have been made to confirm to the new ISO/ANSI C++ standard, using namespaces and the standard template library.",https://freecomputerbooks.com/Code-Connected-Volume-1-Learning-ZeroMQ.html
 Financial Numerical Recipes in C++: Applications in Finance,"This book will show you how to write your own makefiles. It provides a complete explanation of Make, both the basics and extended features. There is also a convenient Quick Reference appendix for experts.",https://freecomputerbooks.com/Financial-Numerical-Recipes-in-Cpp.html
 GNU Make: A Program for Directed Compilation,"This book is a complete tutorial and reference of Qt that assumes no previous knowledge of C, C++, objects, or patterns. You'll walk through every core concept, one step at a time, learning through an extensive collection of Qt examples and exercises.",https://freecomputerbooks.com/GNU-Make-A-Program-for-Directed-Compilation.html
 Introduction to Design Patterns in C++ with Qt 4 (Alan Ezust),"Whether you're new to Qt or upgrading from an older version, this book can help you accomplish everything that Qt 4.3 makes possible.",https://freecomputerbooks.com/Introduction-to-Design-Patterns-in-Cpp-with-Qt4.html
" C++ GUI Programming with Qt 4, 2nd Edition (Jasmin Blanchette)","The goal of this book is to teach you to think like a computer scientist, using C++ as the programming language. It means the ability to formulate problems, think creatively about solutions, and express a solution clearly and accurately.",https://freecomputerbooks.com/Cpp-GUI-Programming-with-Qt-4-2nd-Edition.html
" How to Think Like a Computer Scientist, C++ Version (A. Downey)","It offers the fundamentals of C++ knowledge, as well as essays, commentaries, and opinions that make it much more that your basic introduction to C++.",https://freecomputerbooks.com/How-To-Think-Like-A-Computer-Scientist-Cpp-Version.html
 The InformIT C++ Reference Guide (Danny Kalev),"This book provides the material needed for three complete computer science courses and a data structures course, all using C++ as the programming language. It provides you with all the tools and techniques to enable you to design and implement moderate-sized software systems using C++.",https://freecomputerbooks.com/The-InformIT-Cpp-Reference-Guide.html
" Software Design Using C++ (David Carlson, et al)",This book is the best way for beginning developers to learn wxWidgets programming in C++ - a must-have for wxWidgets programmers.,https://freecomputerbooks.com/Software-Design-Using-Cpp.html
 Cross-Platform GUI Programming with wxWidgets (Julian Smart),This book provides all the information needed to become a professional Qt developer. It also covers cross platform GUI programming,https://freecomputerbooks.com/Cross-Platform-GUI-Programming-with-wxWidgets.html
 C++ GUI Programming with Qt 3 (Jasmin Blanchette),"This book hopes to guide complete beginners to wxDev-C++, C/C++ programming or wxWidgets and make them confident users of this fantastic IDE. It is being released as an Open Source project.",https://freecomputerbooks.com/Cpp-GUI-Programming-with-Qt-3.html
 Programming With wxDev-C++ (Colin Laplace et al),"This handy guide covers the principals of good programming style, teaching C and C++ programmers how to write code that can be easily read, understood, and maintained by others.",https://freecomputerbooks.com/Programming-With-wxDev-Cpp.html
 C Elements of Style: Style Manual for Elegant C and C++ Programs,"It provides guidelines on meeting the needs of large, modern projects. It also covers advanced topics such as portability, parallelism, and use with Java. Build different versions of programs for different platforms, and customize your builds in other ways.",https://freecomputerbooks.com/C-Elements-of-Style.html
 O'Reilly® Managing Projects with GNU Make (Robert Mecklenburg),"This book is designed for a first course1 in computer science that uses C++ as the language by which programming is studied. It provides strong grounding in the analysis, construction, and design of programs and programming.",https://freecomputerbooks.com/Managing-Projects-with-GNU-Make.html
 Computer Science Tapestry: Exploring Programming in C++,"This book offers several high-performance search and data-compression algorithms, which are all you need to add speed to C++. In some of the most useful sections of this book, the author looks at Huffman coding and dynamic hashing.",https://freecomputerbooks.com/Computer-Science-Tapestry.html
 Optimizing C++ (Steve Heller),"This book contains guidelines and advices on how to write efficient software using the C++ language. Software correctness and maintainability are taken into account, but are not the primary concerns of the guidelines.",https://freecomputerbooks.com/Optimizing-Cpp.html
 Optimizing C++: A Book about Improving Program Performance,"This book presents readers with a modern, object-oriented perspective for looking at data structures and algorithms using C++, clearly showing how to use polymorphism and inheritance, and including fragments from working and tested programs.",https://freecomputerbooks.com/Optimizing-Cpp-Wikibooks.html
 Data Structures and Algorithms with OPP Design Patterns in C++,"It helps experienced UNIX application developers who are new to the AIX operating system, with detailed explanations about 32- and 64-bit process models Effective management of shared objects and libraries Exploring parallel programming using OpenMP.",https://freecomputerbooks.com/Data-Structures-and-Algorithms-with-Object-Oriented-Design-Patterns-in-Cpp.html
 Developing and Porting C and C++ Applications on Aix,"This book covers concepts such as programming paradigms, the need for OOPs technology, extending C/C++ at a glance, fundamental constructs of the C++ language, classes and objects, inheritance, polymorphism, generic programming, streams computations, fault tolerant programming with exceptions.",https://freecomputerbooks.com/Developing-and-Porting-C-an-Cpp-Applications-on-Aix%20.html
" Mastering C++ (K. R. Venugopal, et al)","The illustrations in the book concentrate on the use of C++, whilst limited object-oriented features are explained. The text provides enough theory to allow the reader insight into areas of programming language design and implementation.",https://freecomputerbooks.com/Mastering-Cpp-By-Venugopal.html
 Compilers and Compiler Generators: An Introduction with C++,"This book is a reference guide for the parser generator ANTLR, ANother Tool for Language Recognition, and the tree-parser generator SORCERER, which is suited to source-to-source translation, is intended as a reference manual not a textbook.",https://freecomputerbooks.com/Compliers-and-Compiler-Generators-An-Introduction-With-Cpp.html
 Language Translation Using PCCTS and C++: A Reference Guide,"Packed with examples of syntax and detailed analysis of code, fundamentals such as managing I/O, loops, arrays and creating C++ applications are all covered in the 21 easy-to-follow lessons.",https://freecomputerbooks.com/Language-Translation-Using-PCCTS-and-Cpp.html
" Teach Yourself C++ in 21 Days, 5th Edition (Jesse Liberty)","Presents the sophisticated features of the most ANSI/ISO C++ standard as they apply to object-oriented programming. Learn the concepts of OO programming, why they exist, and how to utilize them to create sophisticated and efficient object-oriented applications.",https://freecomputerbooks.com/Teach-Yourself-Visual-Cpp-in-21-Days.html
" Object-Oriented Programming in C++, 3rd Edition (Robert Lafore)","Provides a logical and easy-to-follow progression through C++ programming for two of the most popular technologies for artificial intelligence: neural and fuzzy programming. It covers theory as well as practical examples, giving programmers a solid foundation.",https://freecomputerbooks.com/Object-Oriented-Programming-in-Cpp-3rd-Edition.html
" C++ Neural Networks and Fuzzy Logic (Valluru B. Rao, et al)","Written by Herb Schildt, the world's leading programming author, this step-by-step book is ideal for first-time programmers or those new to C++. The modular approach of this series makes it easy to learn to use C++ at your own pace.",https://freecomputerbooks.com/Cpp-Neural-Networks-and-Fuzzy-Logic.html
" C++: A Beginner's Guide, Second Edition (Herbert Schildt)","Designed for game programmers interested in developing mobile phone applications, it takes you through the fundamentals of the BREW API, including graphics, sound, and input, and brings it all together with a complete example of a working game.",https://freecomputerbooks.com/Cpp-A-Beginners-Guide.html
 Wireless Game Development in C/C++ with BREW (R. Barbagallo),Provide sufficient introductory material for engineering graduate students with background in programming in C and C++ to acquire the skills to leverage modern open source toolkits in medical image analysis and visualization.,https://freecomputerbooks.com/Wireless-Game-Development-in-C-Cpp-with-BREW.html
 Introduction to Programming for Image Analysis with VTK/C++,This book provides an in-depth look at the construction and underlying theory of a fully functional virtual machine and an entire suite of related development tools. There is also an extended discussion of porting the HEC virtual machine to other platforms.,https://freecomputerbooks.com/Introduction-to-Programming-for-Image-Analysis-with-VTK.html
 Virtual Machine Design and Implementation in C/C++,"It teaches C++ from scratch, through a one-on-one conversation with an intelligent beginner who asks the questions you'd ask. It is the easiest, most effective way for beginners to learn C++ programming.",https://freecomputerbooks.com/Virtual-Machine-Design-and-Implementation-C-Cpp.html
" C++, A Dialog: Programming with the C++ Standard Library",This book is a practical guide to designing object-oriented frameworks and shows developers how to apply frameworks to concurrent networked applications. This book also teaches how to use frameworks to write networked applications quickly.,https://freecomputerbooks.com/Cpp-A-Dialog.html
 C++ Network Programming with ACE Frameworks (D. C. Schmidt),It offers a revolutionary approach to software development by showing programmers how to write error-free code from the start. No Bugs! presents techniques to stop many kinds of bugs from being included in a program.,https://freecomputerbooks.com/Cpp-Network-Programming-Volume-2-Systematic-Reuse-with-ACE-and-Frameworks.html
 No Bugs! Delivering Error-Free Code in C and C++ (Thielen),"This book provides an up-close look at how to build software that can take advantage of multiprocessor computers. Simple approaches for programming parallel virtual machines are presented, and the basics of cluster application development are explained.",https://freecomputerbooks.com/No-Bugs.html
 Parallel and Distributed Programming Using C++ (Cameron Hughes),This book is a concise professional C++ reference tool that presents all of the changes and addenda to the language specification. It contains tips and guidelines for exerting the full potential of C++ as a multi-purpose object-oriented programming language.,https://freecomputerbooks.com/Parallel-and-Distributed-Programming-Using-Cpp.html
 ANSI/ISO C++ Professional Programmer's Handbook (Danny Kalev),"It takes C++ a step further from the books that describe specific features of C++, provides concrete techniques and methods for delivering commercial-quality software. it's a really fun and interesting system for programmers and developers.",https://freecomputerbooks.com/Ansi-Iso_Cpp_Professional_Programmer's_Handbook.html
 Applied C++: Techniques for Building Better Software,"This textbook examines languages and libraries for multithreaded programming. Readers learn how to create threads in Java and C++, and develop essential concurrent programming and problem-solving skills.",https://freecomputerbooks.com/Applied-Cpp-Practical-Techniques-for-Building-Better-Software.html
" Modern Multithreading using Java, C++, and Win32 Programs","The main mission of this book is to make you familiar and comfortable with C++. You will finish the book not only being able to write your own code, but more importantly, you will be able to read other projects.",https://freecomputerbooks.com/Modern-Multithreading.html
 Beginning C++ Programming (Richard Grimes),"This book has everything you need to create your first game in C++. Starts at square one, introducing the tools of the trade and all the basic concepts for getting started programming with C++, the language that powers most current commercial games.",https://freecomputerbooks.com/Beginning-Cpp-Programming.html
 Creating Games in C++: A Step-by-Step Guide (David Conger),This is the only complete how-to guide and reference book for the creation of high performance add-ins for Excel in C and C++ for users in the finance industry. This book is a must-buy book for any serious Excel developer.,https://freecomputerbooks.com/Beginning-Cpp-Programming.html
 Financial Applications using Excel Add-in in C/C++ (Steve Dalton),This book is for people who are interested in learning and exploring electronic interfacing as well as C++ programming in a practicable and enjoyable way. Readers will learn to program a PC to do real-world things - not simply number crunching and graphics.,https://freecomputerbooks.com/Financial-Applications-using-Excel-Add-in-Development-in-C-Cpp.html
 Interfacing with C++: Programming Real-World Applications,"Working C++ classes for mathematical and geometric entities and several different matrix classes illustrate how to put the techniques into practice, and exercises at the end of each chapter help reinforce the 3D programming concepts.",https://freecomputerbooks.com/Interfacing-with-Cpp.html
 3D Math Primer for Graphics and Game Development (F. Dunn),"Approaches learning C++ from the unique and fun perspective of games. Written for the beginning game developer or programmer, assumes programming experience and each new skill and concept is taught using simple language and step-by-step instructions.",https://freecomputerbooks.com/3D-Math-Primer-for-Graphics-and-Game-Development.html
" Beginning C++ Through Game Programming, 3rd Ed (M. Dawson)",The intended audience of this book is C++ programmers who want to learn Rust. It covers the differences between Rust and C++ to get you writing Rust programs quickly without lots of material you probably already know.,https://freecomputerbooks.com/Beginning-Cpp-Through-Game-Programming.html
 Rust for C++ Programmers (Nick Cameron),"This book will help you understand the benefits of system programming with C++17. You will gain a firm understanding of various C, C++, and POSIX standards, as well as their respective system types for both C++ and POSIX.",https://freecomputerbooks.com/Rust-for-Cpp-Programmers.html
 Hands-On System Programming with C++ (Dr. Rian Quinn),This textbook describes all phases of a modern compiler. A unique feature is a practical implementation project in C++. It includes good coverage of current techniques in code generation and register allocation.,https://freecomputerbooks.com/Modern-Cpp-Programming-Cookbook.html
 Lexical Analysis and Parsing using C++ (Bruno R. Preiss),The book is structured as a tutorial rather than a reference. The MATLAB documentation is extensive and so my focus will be to outline basic algorithmic thinking and MATLAB syntax with explicit examples.,https://freecomputerbooks.com/Lexical-Analysis-and-Parsing-using-Cpp.html
" Zero to MATLAB (Adam L. Lambert, PhD)",The goal of this book is to provide you with skills in scientific computing: tools and techniques that you can use in your own scientific research. We will focus on learning to think about experiments and data in a computational framework.,https://freecomputerbooks.com/Zero-to-MATLAB.html
 Scientific Computing with MATLAB (Paul Gribble),"This book aims at undergraduate students who have basic knowledge in C programming, Circuit Theory, Systems and Simulations, and Spectral Analysis, focuses on basic concepts of digital signal processing, MATLAB simulation and implementation.",https://freecomputerbooks.com/Scientific-Computing-with-MATLAB.html
 An Introduction to Digital Signal Processing using MATLAB,This book provides an excellent initiation into programming in MATLAB while serving as a teaser for more advanced topics. It provides a structured entry into MATLAB programming through well designed exercises.,https://freecomputerbooks.com/An-Introduction-to-Digital-Signal-Processing.html
 Experiments with MATLAB (Cleve Moler),"This book is a lively textbook for an introductory course in numerical methods, MATLAB, and technical computing. It helps readers learn enough about the mathematical functions in MATLAB to use them correctly, and modify them appropriately, etc.",https://freecomputerbooks.com/Experiments_with_MATLAB.html
 Numerical Computing with MATLAB (Cleve B. Moler),"It covers the fundamentals while emphasizing the most essential numerical methods. Readers will enhance their programming skills using MATLAB to implement algorithms, discover how to use MATLAB to solve problems in science and engineering.",https://freecomputerbooks.com/Numerical-Computing-with-MATLAB.html
 Numerical Methods and MATLAB Programming for Engineers,"Written for beginners, this book provides an introduction to programming in MATLAB and simulation of physical systems. you will learn some programming, some modeling, and some simulation.",https://freecomputerbooks.com/Introduction-to-Numerical-Methods-and-Matlab-Programming-for-Engineers.html
 Physical Modeling in MATLAB (Allen B. Downey),This book presents computer programming as a key method for solving mathematical problems using MATLAB and Octave. It is intended for novice programmers and engineers. Each treated concept is illustrated and explained in detail by means of working examples.,https://freecomputerbooks.com/Physical-Modeling-in-MATLAB.html
 Programming for Computations - MATLAB/Octave (Svein Linge),"The book presents several approaches in the key areas of practice for which the MATLAB software package was used. Topics covered include applications for: Motors, Power systems , Robots, Vehicles.",https://freecomputerbooks.com/Programming-for-Computations-MATLAB-Octave.html
" MATLAB for Engineers: Applications in Control, EE, IT and Robotics",Learn the essential skills needed to use the flexible MATLAB system. You will be able to apply the highly modular system towards the purposes you need by harnessing the power of its different toolboxes.,https://freecomputerbooks.com/MATLAB-for-Engineers%20-Applications-in-Control-Electrical-Engineering-IT-and-Robotics.html
 MATLAB Succinctly (Dmitri Nesteruk),"This book presents a collection of MATLAB-based chapters of various engineering background. Instead of giving exhausting amount of technical details, authors were rather advised to explain relations of their problems to actual MATLAB concepts.",https://freecomputerbooks.com/MATLAB-Succinctly.html
 Applications from Engineering with MATLAB Concepts,"This book is a collection of diverse applications of MATLAB. Each chapter presents a novel application and use of MATLAB for a specific result. MATLAB isn't everything to a practicing engineer, its just most everything.",https://freecomputerbooks.com/Applications-from-Engineering-with-MATLAB-Concepts.html
 MATLAB Applications for the Practical Engineer (Kelly Bennett),"This is an authoritative guide to generating readable, compact, and verifiably correct MATLAB programs. It is ideal for undergraduate engineering courses in Mechanical, Aeronautical, Civil, and Electrical engineering that require/use MATLAB.",https://freecomputerbooks.com/MATLAB-Applications-for-the-Practical-Engineer.html
" MATLAB - Modelling, Programming and Simulations (E. P. Leite)","This is the 1st book in a three-volume series deploying MATLAB-based applications in almost every branch of science. This volume covers topics from different areas of engineering, signal and image processing based on the MATLAB environment.",https://freecomputerbooks.com/Matlab-Modelling-Programming-and-Simulations.html
" MATLAB: Tool for Scientific Computing and Engineering Apps, Vol 1","This is the 2nd book in a three-volume series. This volumehe covers topics electronic engineering and computer science, MATLAB/SIMULINK as a tool for engineering applications, and telecommunication and communication systems.",https://freecomputerbooks.com/MATLAB-A-Fundamental-Tool-for-Scientific-Computing-and-Engineering-Applications-Volume-1.html
" MATLAB: Tool for Scientific Computing and Engineering Apps, Vol 2","This is the 3rd book in a three-volume series. This volume consists of mathematical methods in the applied sciences by using MATLAB, MATLAB applications of general interest, and MATLAB for educational purposes.",https://freecomputerbooks.com/MATLAB-A-Fundamental-Tool-for-Scientific-Computing-and-Engineering-Applications-Volume-2.html
" MATLAB: Tool for Scientific Computing and Engineering Apps, Vol 3","The book covers the basic aspects of linear single loop feedback control theory. Explanations of the mathematical concepts used in classical control such as root loci, frequency response and stability methods are explained by making use of MATLAB.",https://freecomputerbooks.com/MATLAB-A-Fundamental-Tool-for-Scientific-Computing-and-Engineering-Applications-Volume-3.html
 Control Engineering: An Introduction with the Use of MATLAB,"This book is for both students and engineers with wide range of applications in which MATLAB is the working framework, shows that it is a powerful, comprehensive and easy-to-use environment for performing technical computations.",https://freecomputerbooks.com/Control_Engineering__An_Introduction_with_the_Use_of_Matlab.html
 MATLAB - A Ubiquitous Tool for the Practical Engineer (C. Ionescu),"This book presents research works using MATLAB tools, including techniques for programming and developing GUI, dynamic systems, electric machines, signal and image processing, power electronics, mixed signal circuits, genetic programming, etc.",https://freecomputerbooks.com/MATLAB-A-Ubiquitous-Tool-for-the-Practical-Engineer.html
 Engineering Education and Research Using MATLAB (Ali H. Assi),"The book illustrates a wide range of areas where MATLAB tools are applied, including mathematics, physics, chemistry, mechanical engineering, biological and medical sciences, communication and control systems, digital signal, etc.",https://freecomputerbooks.com/Engineering-Education-and-Research-Using-MATLAB.html
 Applications of MATLAB in Science and Engineering (Michalowski),The purpose of this book is to present 10 scientific and engineering works whose numerical and graphical analysis were all constructed using the power of MATLAB tools.,https://freecomputerbooks.com/Applications-of-MATLAB-in-Science-and-Engineering.html
 Scientific and Engineering Applications Using MATLAB (E. P. Leite),"It provides algorithms, functions, and apps to create, train, visualize, and simulate neural networks. You can perform classification, regression, clustering, dimensionality reduction, time-series forecasting, and dynamic system modeling and control.",https://freecomputerbooks.com/Scientific-and-Engineering-Applications-Using-MATLAB.html
" Neural Network Toolbox for MATLAB (Howard Demuth, et al)","This book will provide the reader with an understanding of biological signals and digital signal analysis techniques such as conditioning, filtering, classification and statistical validation for solving practical biological signal analysis problems using MATLAB.",https://freecomputerbooks.com/Neural-Network-Toolbox-for-MATLAB.html
 Biological Signal Analysis with MATLAB (R. Palaniappan),Intended to be a comprehensive document that explains TypeScript to everyday programmers. Read it by going from top to bottom in the left-hand navigation. Each chapter or page to provide you with a strong understanding of the given concepts.,https://freecomputerbooks.com/Biological-Signal-Analysis.html
 The TypeScript Handbook (Microsoft),"If you're a programmer with intermediate JavaScript experience, this book will get you a quick start for TypeScript that teaches you the essentials quickly and digs deeper into the language and covers many important topics in detail.",https://freecomputerbooks.com/The-TypeScript-Handbook.html
 Tackling TypeScript: Upgrading from JavaScript,"This book breaks down the quirks of TypeScript into short, manageable lessons. You’ll make sense of TypeScript concepts, tooling for TypeScript and how to get most out of it without learning a new language. Everything TypeScript explained, from start to finish.",https://freecomputerbooks.com/Tackling-TypeScript-Upgrading-from-JavaScript.html
 TypeScript in 50 Lessons (Stefan Baumgartner),"This book is an exploration of TypeScript, which is a superset of JavaScript. The first part of the book explains to you what TypeScript is and what it is used for. You will also learn how it is related to JavaScript.",https://freecomputerbooks.com/TypeScript-in-50-Lessons.html
 TypeScript Deep Dive (Basarat Ali Syed),"This book teaches you how TypeScript provides optional static typing and classes to JavaScript development, how to create and load modules, and how to work with existing JavaScript libraries through ambient declarations.",https://freecomputerbooks.com/TypeScript-Deep-Dive.html
 TypeScript Succinctly: The .NET approach to JavaScript,"This book embraces new technologies to allow you to learn with interactive learning Apps and other resources like books, quizzes and more. They aim to overcome the 'Google Effect' and achieve genuine fluency with Modern Software Development technologies.",https://freecomputerbooks.com/TypeScript-Succinctly.html
 TypeScript Accelerated (James Porter),"This book is for programmers who want to broaden their skill set by learning the TypeScript programming language. To get the most from this TypeScript book, you should have basic knowledge of JavaScript or experience using similar languages.",https://freecomputerbooks.com/TypeScript-Accelerated.html
 Essential TypeScript (Krzysztof Kowalczyk),"TypeScript is a typed superset of JavaScript with the potential to solve many of the headaches for which JavaScript is famous. But TypeScript has a learning curve of its own, and understanding how to use it effectively can take time.",https://freecomputerbooks.com/Essential-TypeScript.html
 TypeScript Notes for Professionals,This book is aimed at .NET programmers and explains key concepts as well as similarities and differences between TypeScript and C#. There is a quick start guide in the first chapter that introduces the syntax.,https://freecomputerbooks.com/TypeScript-Notes-for-Professionals.html
 TypeScript for C# Programmers (Steve Fenton),"Scala changes the way you think about programming and that's a good thing. This book provides a quick introduction and overview of the Scala programming language. The book is written in an informal style, and consists of more than 50 small lessons.",https://freecomputerbooks.com/TypeScript-for-C-Sharp-Programmers.html
 Scala Book (Alvin Alexander),"This book is the authoritative tutorial on the Scala programming language, co-written by the language's designer, Martin Odersky.",https://freecomputerbooks.com/Scala-Book.html
 Programming in Scala: A comprehensive step-by-step guide,"Working through the exercises in the book should take a few hours, after which you will know the basics of programming in Scala and have a feel of how the functional programming mindset works.",https://freecomputerbooks.com/Programming-in-Scala.html
" Creative Scala (Dave Gurnell, et al)","This book is aimed at experienced developers who are encountering Scala for the first time. Put your existing skills to use mastering Scala's combination of object-oriented and functional programming, from the basics to advanced problem solving techniques.",https://freecomputerbooks.com/Creative-Scala.html
" Essential Scala (Noel Welsh, et al)",Scala smoothly integrates object-oriented and functional programming. This book teaches you Scala through a series of examples. An excellent step-by-step introduction to many of the Scala features with the help of simple code examples.,https://freecomputerbooks.com/Essential-Scala.html
 Scala By Example (Martin Odersky),"Teach system architecture and design using the techniques of modern functional programming. This means designing systems as small composable units, expressing constraints and interactions. It also serves as an introduction to the Cats library.",https://freecomputerbooks.com/Scala-By-Example.html
" Scala with Cats (Noel Welsh, et al)","This book is a comprehensive tutorial that introduces Scala through clear explanations and numerous hands-on examples. Because Scala is a rich and deep language, it can be daunting to absorb all the new concepts at once.",https://freecomputerbooks.com/Scala-with-Cats.html
 Scala: A Pragmatic Programming Language,"This book offers a rapid, code-based introduction that's relentlessly practical and 100% useful. Every concept and technique is presented in ""blog-size"" chunks that can be digested quickly and reviewed as needed for specific tasks.",https://freecomputerbooks.com/Scala-Wikibook.html
 Scala for the Impatient (Cay Horstmann),"If you need help building web applications with the Lift framework, this cookbook provides scores of concise, ready-to-use code solutions.",https://freecomputerbooks.com/Scala-for-the-Impatient.html
 O'Reilly® Lift Cookbook (Richard Dallaway),"This book is a step-by-step exploration of the Lift framework. It uses carefully crafted, well-explained examples that make you comfortable from the start. This book is for developers who are new to both Scala and Lift.",https://freecomputerbooks.com/Lift-Cookbook.html
" Exploring Lift (Derek Chen-Becker, et al)","This book will educate you about Lift framework, a great framework for building compelling web applications. Lift is designed to make powerful techniques easily accessible, while keeping the overall framework simple and flexible.",https://freecomputerbooks.com/Exploring-Lift.html
 Simply Lift (David Pollak),"Focuses on the compilation of two important concepts of Scala : mixin inheritance and run time types. The compilation techniques are presented in the context of the Java virtual machine, but could be adapted easily to other similar environments.",https://freecomputerbooks.com/Simply-Lift.html
 Compiling Scala for the Java Virtual Machine (Michel Schinz),This book is intended to outline some basic Scala stylistic guidelines which should be followed with more or less fervency,https://freecomputerbooks.com/Compiling-Scala-for-the-Java-Virtual-Machine.html
 Scala Style Guide (Scala Community),"With this book, you'll discover why Scala is ideal for highly scalable, component-based applications that support concurrency and distribution.",https://freecomputerbooks.com/Scala-Style-Guide.html
