title,description,url
" O'Reilly® Mastering Perl, 2nd Edtion (Brian D Foyis)","This book teaches you a way of thinking about Perl programming for solving debugging, configuration, and many other real-world problems you'll encounter as a working programmer.",https://freecomputerbooks.com/Mastering-Perl.html
 O'Reilly® Extreme Programming with Perl (Robert Nagler),This is a book about Extreme Programming using the programming language Perl. It contains many practical tips. It contains very useful information and examples. It inspired me to review our processes yet again.,https://freecomputerbooks.com/Extreme-Programming-with-Perl.html
 Practical Perl Programming (A. D. Marshall),"This is an introduction to Perl programming. The text gives introduction to Perl, then covers numeric and string literals, variables, arrays, operators, Perl statements, functions, references, input and output in Perl, etc.",https://freecomputerbooks.com/Practical-Perl-Programming.html
" Picking Up Perl, 2nd Edition (Bradley M. Kuhn, et al)","This book is about learning to use Perl as a programming language, and not just a scripting language. This is the book that turns the Perl dabbler into the Perl programmer.",https://freecomputerbooks.com/Picking_Up_Perl.html
 Impatient Perl (Greg London),"This book is for people who either want to learn Perl or are already programming in Perl and just don't have the patience to scrounge for information to learn and use Perl, as a handy desk reference for some of the more common perl related questions.",https://freecomputerbooks.com/Impatient-Perl.html
 Perl for Beginners (Geoffrey Sampson),"This book has been designed to teach you how to develop Perl scripts and to help you become an effective programmer, and teaches concepts through the creation of simple games.",https://freecomputerbooks.com/Perl_for_Beginners.html
 Learn Regex The Hard Way (Zed A. Shaw),"When you're done with this book you will be able to read regex strings, understand what's going on with regex, learn when to use them, learn to write them, and learn how to write simple parsers to avoid abusing regex to process your strings.",https://freecomputerbooks.com/Learn-Regex-The-Hard-Way.html
 Regular Expressions Succinctly (Joe Booth),"This book teaches developers how regular expressions can help solve basic programming problems. By introducing patterns and rules to your strings, you can eliminate the need to write your own complex code for text manipulation.",https://freecomputerbooks.com/Regular-Expressions-Succinctly.html
" The Perl CD Bookshelf, Version 4.0 - 6 Bestselling Books","This collection delivers more than 3,000 pages of easily searchable information in a convenient format accessible from any web browser. Programmers get a complete PERL library they can easily carry anywhere.",https://freecomputerbooks.com/The-Perl-CD-Bookshelf-Version-4-0.html
" The Perl CD Bookshelf, Version 3.0 - 7 Bestselling Books","This collection delivers more than 3,000 pages of easily searchable information in a convenient format accessible from any web browser. Programmers get a complete PERL library they can easily carry anywhere.",https://freecomputerbooks.com/The-Perl-CD-Bookshelf-Version-3-0.html
" The Perl CD Bookshelf, Version 2.0 - 5 Bestselling Books","This collection delivers more than 3,000 pages of easily searchable information in a convenient format accessible from any web browser. Programmers get a complete PERL library they can easily carry anywhere.",https://freecomputerbooks.com/The-Perl-CD-Bookshelf-Version-2-0.html
" The Perl CD Bookshelf, Version 1.0 - 6 Bestselling Books","This collection delivers more than 3,000 pages of easily searchable information in a convenient format accessible from any web browser. Programmers get a complete PERL library they can easily carry anywhere.",https://freecomputerbooks.com/The-Perl-CD-Bookshelf-Version-1-0.html
 Introduction to newLISP (WikiBooks),"You'll find newLISP easy to learn and powerful, combining some of the power and elegance of classic LISP with the facilities of a modern scripting language, such as regular expressions, network functions, Unicode support, multitasking, and many others.",https://freecomputerbooks.com/Introduction-to-newLISP.html
 Practical Common Lisp (Peter Seibel),"This book presents a thorough introduction to Common LISP, providing you with an overall understanding of the language features and how they work. Over a third of the book is devoted to practical examples such as the core of a spam filter, web apps for MP3s, etc.",https://freecomputerbooks.com/Practical-Common-Lisp.html
 On Lisp: Advanced Techniques for Common Lisp (Paul Graham),"Written by a Lisp expert, this is the most comprehensive tutorial on the advanced features of Lisp for experienced programmers. It shows how to program in the bottom-up style that is ideal for Lisp programming.",https://freecomputerbooks.com/On-Lisp-Advanced-Techniques-for-Common-Lisp.html
 Algorithmic Composition: Music Composition using Common LISP,This book provides an overview of procedural approaches to music generation. It introduces programming concepts through many examples written using the Common LISP and Common Music for music composition and sound synthesis.,https://freecomputerbooks.com/Algorithmic-Composition-A-Gentle-Introduction-to-Music-Composition.html
" Common LISP - The Language, 2nd Edition (Guy L. Steele JR.)","This is the Lisp programmers' bible. If you need to know the official specification, every function defined in Common Lisp can be found in here somewhere. Anyone vaguely serious about programming in Lisp should keep a copy of this book for reference.",https://freecomputerbooks.com/Common-LISP-The-Language-2nd-Edition.html
 Lisp Hackers: Interviews with 100x More Productive Programmers,"Overall, this book should give an insight into why people use Lisp, as well as help the readers gain some new experience and improve as programmers. It's a collection of short interviews with 14 prominent individuals from different parts of the world.",https://freecomputerbooks.com/Lisp-Hackers.html
 Paradigms of Artificial Intelligence Programming: in Common Lisp,This book is an overview of classical artificial intelligence (AI) programming via actual implementation of landmark systems (case studies). It teaches advanced Common Lisp techniques in the context of building major AI systems.,https://freecomputerbooks.com/Paradigms-of-Artificial-Intelligence-Programming-Case-Studies-in-Common-Lisp.html
 Let Over Lambda - 50 Years of Lisp (Doug Hoyte),"This book is one of the most hardcore computer programming books out there. Starting with the fundamentals, it describes the most advanced features of the most advanced language: Common Lisp.",https://freecomputerbooks.com/Let-Over-Lambda.html
 Successful Lisp: How to Understand and Use Common Lisp,This book is written with the professional programmer in mind. Using a hands on approach it introduces the ANSI Common Lisp standard. Practical examples of working code provide an in depth view of Common Lisp programming paradigms.,https://freecomputerbooks.com/Successful-Lisp.html
 Common LISP: A Gentle Introduction to Symbolic Computation,This highly accessible introduction to Lisp is suitable both for novices approaching their first programming language and experienced programmers interested in exploring a key tool for artificial intelligence research.,https://freecomputerbooks.com/Common-LISP-A-Gentle-Introduction-to-Symbolic-Computation.html
 Common LISP: An Interactive Approach (Stuart Charles Shapiro),The text uses a tutorial style that focuses on learning by interaction and experimentation. The text also thoroughly covers programming in Pure LISP before programming in Imperative LISP so that students get used to recursive programming.,https://freecomputerbooks.com/Common-LISP-An-Interactive-Approach.html
 ANSI Common LISP (Paul Graham),"This book provides an excellent introduction to Common Lisp. In addition to chapters covering the basic language concepts, there are sections discussing the Common Lisp object system (CLOS) and speed considerations in Lisp.",https://freecomputerbooks.com/ANSI-Common-LISP-by-Paul-Graham.html
 Sketchy LISP: Introduction to Functional Programming,"This book is a step-by-step introduction to functional programming in Scheme. By means of numerous examples of varying complexity, it takes the reader on an entertaining and informative tour through the language.",https://freecomputerbooks.com/Sketchy-LISP.html
" Structure and Interpretation of Computer Programs, 2nd Edition",This book has had a dramatic impact on computer science curricula over the past decade. This long-awaited revision contains changes throughout the text. Examples are implemented using the Scheme dialect of Lisp.,https://freecomputerbooks.com/Structure-and-Interpretation-of-Computer-Programs.html
" AI Algorithms, Data Structures, and Idioms in Prolog, Lisp, and Java","This book illustrates how to program AI algorithms in Lisp, Prolog, and Java. The book basically cover each topic 3 times in each language. Topics include: simple production-like system based on logic, logic-based learning, and natural language parsing.",https://freecomputerbooks.com/AI-Algorithms-Data-Structures-and-Idioms-in-Prolog-Lisp-and-Java.html
" Practical Semantic Web and Linked Data Applications, LISP Edition","This book is intended to be a practical guide for using RDF data in information processing, linked data, and semantic web applications using both the AllegroGraph product and the Sesame open source project.",https://freecomputerbooks.com/Practical-Semantic-Web-and-Linked-Data-Applications.html
 Build Your Own Lisp (Daniel Holden),"In this book you'll learn the C programming language, and at the same time learn how to build your very own programming language, a minimal Lisp, in under 1000 lines of code - the unique techniques behind function programming, the methods used to concisely solve problems, and the art of writing beautiful code.",https://freecomputerbooks.com/Build-Your-Own-Lisp.html
 An Introduction to Programming in Emacs Lisp (Robert J. Chassell),This tutorial is an elementary introduction to teach non-programmers how to customize their work environment; it can also be used as an introduction to programming basics. It includes numerous exercises and sample programs.,https://freecomputerbooks.com/An-Introduction-to-Programming-in-Emacs-Lisp.html
" GNU Emacs Lisp Reference Manual (Bil Lewis, et al)",This manual attempts to be a full description of Emacs Lisp. Emacs Lisp is more than a mere 'extension language'; it is a full computer programming language in its own right. You can write new code in Emacs Lisp and install it as an extension to the editor.,https://freecomputerbooks.com/GNU-Emacs-Lisp-Reference-Manual.html
 Exploring Randomness (Gregory J. Chaitin),"The book is devoted to a Lisp formalism for exploring the basic ideas, concepts and results on program-size complexity and random sequences.",https://freecomputerbooks.com/Exploring-Randomness.html
 Performance and Evaluation of Lisp Systems (Richard P. Gabriel),The text is the first book to present descriptions on the Lisp implementation techniques actually in use and can serve as a handbook to the implementation details of all of the various current Lisp expressions.,https://freecomputerbooks.com/Performance-and-Evaluation-of-Lisp-Systems.html
" Lisp Primer (Colin Allen, et al)","This text has been written to provide a quick introduction to the basic elements of Common Lisp for both experienced and novice programmers. It covers all of Lisp's basic functions, and presents a number of examples on important Lisp idioms.",https://freecomputerbooks.com/Lisp-Primer.html
 Zen-Style Programming (Nils M. Holm),"This book introduces the concepts of functional and symbolic programming, and solving problems in an abstract, architecture-neutral way by the example of a purely symbolic LISP interpreter.",https://freecomputerbooks.com/Zen-Style-Programming.html
 The Limits of Mathematics (Gregory J. Chaitin),"A course on algorithmic information theory and the epistemology of mathematics and physics. It discusses Einstein and Goedel's views on the nature of mathematics in the light of information theory, and sustains the thesis that mathematics is quasi-empirical.",https://freecomputerbooks.com/The-Limits-of-Mathematics.html
" The Common Lisp Cookbook (Marco Antoniotti, et al)",This is a collaborative project that aims to provide for Common Lisp something similar to the Perl Cookbook published by O'Reilly.,https://freecomputerbooks.com/The-Common-Lisp-Cookbook.html
Computational Physics and Scientific Computing in Fortran,"This book is an introduction to the computational methods used in physics, but also in other scientific fields. Fortran is used for programming the core programs and data analysis is performed using the powerful tools of the Gnu/Linux environment.",https://freecomputerbooks.com/Computational-Physics.html
Introduction to Programming using Fortran 95/2003/2008,"This book provides an introduction to programming and problem solving using the Fortran 95/2003/2008 programming language. It is not a complete, comprehensive guide to the Fortran 95/2003/2008 programming language.",https://freecomputerbooks.com/Introduction-to-Programming-using-Fortran-95.html
Numerical Recipes in Fortran 90: The Art of Parallel Scientific Computing,"This book contains a detailed introduction to the Fortran 90 language and to the basic concepts of parallel programming, plus source code for all routines from the second edition of Numerical Recipes.",https://freecomputerbooks.com/Numerical-Recipes-in-Fortran-90-The-Art-of-Parallel-Scientific-Computing.html
Numerical Recipes in Fortran 77: The Art of Scientific Computing,"The product of a unique collaboration among four leading scientists in academic research and industry, Numerical Recipes is a complete text and reference book on scientific computing.",https://freecomputerbooks.com/Numerical-Recipes-in-Fortran-77-Second-Edition.html
Professional Programmer's Guide to Fortran77 ,"This book provides a comprehensive description of the features and implementation of Fortran 77. Ideal as a text from which to learn a second language, or as a reference guide to a first or main language.",https://freecomputerbooks.com/Professional-Programmers-Guide-To-Fortran-77.html
Interactive Fortran 77: A Hands-On Approach ,The aim of this book is to introduce the concepts and ideas involved in problem solving with Fortran 77 using an interactive timesharing computer system.,https://freecomputerbooks.com/Interactive-Fortran-77-A-Hands-On-Approach.html
Fortran 77 Programmer's Guide ,This book is a complete presentation of standard FORTRAN 77 with emphasis on sound structured programming and software engineering principles.,https://freecomputerbooks.com/Fortran-77-Programmers-Guide.html
Introduction to Fortran 95 and Numerical Computing ,"This book provides an introduction to its latest standard: Fortran 95, the most important language for scientific and engineering computation, goes through a few basic examples in order to get familiar with this high performance programming language.",https://freecomputerbooks.com/Introduction-to-Fortran-95-and-Numerical-Computing.html
Combinatorial Algorithms for Computers and Calculators ,"On one level, this is a collection of subroutines, in FORTRAN, for the solution of combinatorial problems.",https://freecomputerbooks.com/Combinatorial-Algorithms-for-Computers-and-Calculators.html
LAPACK95 Users' Guide,"This book provides an introduction to the design of the LAPACK95 package, a detailed description of its contents, reference manuals for the leading comments of the routines, and example programs.",https://freecomputerbooks.com/LAPACK95-Users-Guide.html
"LAPACK Users' Guide, 3rd Edition ","This free book provides an introduction to the design of the LAPACK package, a detailed description of its contents, reference manuals for the leading comments of the routines, and example programs",https://freecomputerbooks.com/LAPACK-Users-Guide-Third-Edition.html
O'Reilly® Developing Web Applications with Haskell and Yesod,"This book is a fast-moving guide to web application development with Haskell and Yesod, a potent language/framework combination that supports high-performing applications that are modular, type-safe, and concise.",https://freecomputerbooks.com/Developing-Web-Applications-with-Haskell-and-Yesod.html
O'Reilly® Real World Haskell,"This easy-to-use, fast-moving tutorial introduces you to functional programming with Haskell. You'll learn how to use Haskell in a variety of practical ways, from short scripts to large and demanding applications.",https://freecomputerbooks.com/Real-World-Haskell.html
The Haskell School of Music - From Signals to Symphonies,"This book explores the fundamentals of computer music and functional programming through the Haskell. It explores common paradigms used in algorithmic music composition, such as stochastic generation, musical grammars, etc.",https://freecomputerbooks.com/The-Haskell-School-of-Music.html
Learn You a Haskell for Great Good! ,"Packed with the author's original artwork, pop culture references, and most importantly, useful example code, this book teaches functional fundamentals in a way you never thought possible.",https://freecomputerbooks.com/Learn-You-a-Haskell-for-Great-Good.html
Haskell,"This book leads you through short lessons, examples, and exercises designed to make Haskell your own. It also explores the important language features and programming skills you'll need to build production-quality software using Haskell.",https://freecomputerbooks.com/Haskell-Wikibooks.html
Yet Another Haskell Tutorial,The goal of this book is to provide a complete intoduction to the Haskell programming language. It assumes no knowledge of the Haskell language or familiarity with functional programming in general.,https://freecomputerbooks.com/Yet-Another-Haskell-Tutorial.html
Game Programming in Haskell,This book gives an introduction on how to write a game in Haskell. It is a practical book with code examples and pointers to open source code repositories. The aim is to get the readers to develop their own game as painlessly as possible.,https://freecomputerbooks.com/Game-Programming-in-Haskell.html
Happy Learn Haskell Tutorial,"This book provides a tutorial to get started using Haskell and takes a no-prerequisites approach to teaching the basics of Haskell programming language. Using quirky cartoons and practical programs, making programming fun and keeping it interesting!",https://freecomputerbooks.com/Happy-Learn-Haskell-Tutorial.html
"The Haskell Road to Logic, Maths and Programming","The purpose of this book is to teach logic and mathematical reasoning in practice, and to connect logical reasoning with computer programming. Haskell is based on a logical theory of computable functions called the lambda calculus.",https://freecomputerbooks.com/The-Haskell-Road-to-Logic-Maths-and-Programming.html
Haskell: Functional Programming with Types (Joeri van Eekelen),"In this book, we aim to introduce you both to the Haskell language, from the very basics to its most advanced features, and to computer programming in general - programming through the warped and mathematical mindset of a functional programmer.",https://freecomputerbooks.com/Haskell-Functional-Programming-with-Types.html
Haskell Tutorial for C Programmers,"This book is written to introduce Haskell for programmers of imperative languagues, including C, C++, Java, Python, and Pascal, etc. Haskell is is very different and you cannot simply pick it up.",https://freecomputerbooks.com/Haskell-Tutorial-for-C-Programmers.html
Anatomy of Programming Languages,"This book is a series of notes about programming languages, originally written for students of the undergraduate programming languages course. It uses Haskell, a pure functional language.",https://freecomputerbooks.com/Anatomy-of-Programming-Languages.html
Write You a Haskell: Building a Modern Functional Compiler,We will build a small functional language called Fun which is a partial Haskell toy language. The knowledge to build such a modern functional language is not widely disseminated among many programmers.,https://freecomputerbooks.com/Write-You-a-Haskell-Building-a-Modern-Functional-Compiler-from-First-Principles.html
Programming in Haskell ,"This introduction is ideal for beginners: it requires no previous programming experience and all concepts are explained from first principles via carefully chosen examples. The presentation is clear and simple, and benefits from having class-tested over several years.",https://freecomputerbooks.com/Programming-in-Haskell.html
Learn Haskell Fast and Hard: Blow Your Mind with Haskell,A short and dense tutorial for learning Haskell. This text will certainly be hard to follow. This is on purpose. There is no shortcut to learning Haskell. It is hard and challenging. But I believe this is a good thing. It is because it is hard that Haskell is interesting.,https://freecomputerbooks.com/Learn-Haskell-Fast-and-Hard.html
Natural Language Processing for the Haskell Programmer,"This book is a guide to the wonderful world of language processing for the practical working programmer, using Haskell. It is about that type of information - techniques that so-called computational linguists use to analyze the structure of human language.",https://freecomputerbooks.com/Natural-Language-Processing-for-the-Working-Programmer.html
A Gentle Introduction To Haskell,"You will get a practical, hands-on introduction to the Haskell language, its libraries and environment, and to the functional programming paradigm that is fast growing in importance in the software industry.",https://freecomputerbooks.com/A-Gentle-Introduction-to-Haskell.html
Speeding Through Haskell,Haskell is a lot more mathematically rigorous than other programming languages. This is a book that will show you around the Haskell programming language. It assumes you are familiar at least one other programming language.,https://freecomputerbooks.com/Speeding-Through-Haskell.html
Purely Functional Data Structures,"This book describes data structures from the point of view of functional languages, with examples, and presents design techniques that allow programmers to develop their own functional data structures. All source code is given in Standard ML and Haskell.",https://freecomputerbooks.com/Purely-Functional-Data-Structures.html
Parallel and Concurrent Programming in Haskell,This hands-on book shows you how to use the language’s many APIs and frameworks for writing both parallel and concurrent programs. You'll learn how parallelism exploits multicore processors to speed up computation-heavy programs.,https://freecomputerbooks.com/Parallel-and-Concurrent-Programming-in-Haskell.html
Speech and Language Processing ,"This text takes an empirical approach to the subject, based on applying statistical and other machine-learning algorithms to large corporations. It describes a unified vision of speech and language processing. Emphasis is on practical and scientific applications.",https://freecomputerbooks.com/Speech-and-Language-Processing.html
Linguistics for the Age of AI ,"This book summarizes an exciting approach to knowledge-rich natural language understanding, in the context of language - using AI agents. Anyone interested in building cognitive systems that use language should read this book.",https://freecomputerbooks.com/Linguistics-for-the-Age-of-AI.html
"Computational Linguistics: Models, Resources, Applications","This comprehensive reference work provides an overview of the concepts, methodologies, and applications in computational linguistics and natural language processing (NLP). It will be of interest and practical use to a wide range of linguists.",https://freecomputerbooks.com/Computational-Linguistics-Models-Resources-Applications.html
The Unicode Cookbook for Linguists,"This book is a practical guide to Unicode for linguists, and programmers, who work with data in multilingual computational environments. It describes a formal specification of orthography profiles and provide recipes using open source tools.",https://freecomputerbooks.com/The-Unicode-Cookbook-for-Linguists.html
Programming with Unicode,"This book explains how to sympathize with Unicode, and how you should modify your program to avoid most, or all, issues related to encodings and Unicode. It offers specific guidance on integrating Unicode with other technologies.",https://freecomputerbooks.com/Programming-With-Unicode.html
The Unicode Standard,"This is the one book all developers using Unicode must have. The core specification gives the general principles, requirements for conformance, and guidelines for implementers. The code charts show representative glyphs for all the Unicode characters.",https://freecomputerbooks.com/The-Unicode-Standard-Version-5.0.html
Analyzing Linguistic Data: Introduction to Statistics using R,"A straightforward introduction to the statistical analysis of language, designed for those with a non-mathematical background. Using the leading statistics programme 'R'. Suitable for all those working with quantitative language data.",https://freecomputerbooks.com/Analyzing-Linguistic-Data-Introduction-Statistics-Using-R.html
Mathematical Linguistics ,"This book introduces the mathematical foundations of linguistics to computer scientists, engineers, and mathematicians interested in natural language processing (NLP). It presents linguistics as a cumulative body of knowledge from the ground up.",https://freecomputerbooks.com/Mathematical-Linguistics.html
How Language Works: The Cognitive Science of Linguistics,This book offers general readers a personal tour of the intricate workings of language. It will focus on a narrow range of topics and themes; there will be no pretense of covering the field in anything like a complete fashion.,https://freecomputerbooks.com/How-Language-Works-by-Michael-Gasser.html
Essentials of Linguistics ,"This book is about the core areas of theoretical linguistics (phonetics, phonology, morphology, syntax, and semantics), supplemented with discussion of psycholinguistic and neurolinguistic findings. It is suitable for any beginning learner of linguistics.",https://freecomputerbooks.com/Essentials-of-Linguistics.html
Syntactic Theory: A Formal Introduction ,This is a textbook that makes it truly fun to teach introductory syntax. It is thoroghly data-driven and teaches the student to pay attention to empirical details and to find linguistic patterns and explanations for them.,https://freecomputerbooks.com/Syntactic-Theory-A-Formal-Introduction.html
O'Reilly® Natural Language Processing with Python,"This book offers a highly accessible introduction to natural language processing (NLP), the field that supports a variety of language technologies, from predictive text and email filtering to automatic summarization and translation.",https://freecomputerbooks.com/Natural-Language-Processing-with-Python.html
Hands-On Natural Language Processing with Python,"It teaches you how to leverage deep learning models for performing various NLP tasks, along with best practices in dealing with today's NLP challenges. you will be well versed in building deep learning-backed NLP applications, along with overcoming NLP challenges.",https://freecomputerbooks.com/Hands-On-Natural-Language-Processing-with-Python.html
Natural Language Processing Succinctly,"This book will guide readers through designing a simple system that can interpret and provide reasonable responses to written English text. With this foundation, readers will be prepared to tackle the greater challenges of natural language development.",https://freecomputerbooks.com/Natural-Language-Processing-Succinctly.html
NLP - Skills for Learning ,"This is a book about the application of NLP (Neuro Linguistic Programming) in teaching, training and education. It is a book about NLP for trainers and a general introduction to NLP - all in one.",https://freecomputerbooks.com/NLP-Skills-for-Learning.html
Natural Language Processing for the Working Programmer,"This book is a guide to the wonderful world of language processing for the practical working programmer, using Haskell. It is about that type of information - techniques that so-called computational linguists use to analyze the structure of human language.",https://freecomputerbooks.com/Natural-Language-Processing-for-the-Working-Programmer.html
Natural Language Processing for Prolog Programmers,"An examination of natural language processing in Prolog for those who know Prolog but not linguistics, this book enables students to move quickly into writing and working in useful software for natural language processing (NLP).",https://freecomputerbooks.com/Natural-Language-Processing-for-Prolog-Programmers.html
Prolog and Natural-Language Analysis,A concise and practical introduction to logic programming and the language Prolog both as vehicles for understanding elementary computational linguistics and as tools for implementing the basic components of natural-language-processing (NLP) systems.,https://freecomputerbooks.com/Prolog-and-Natural-Language-Analysis.html
Natural Language Processing Techniques in Prolog,This book introduces the subject through the discussion and development of various computer programs which illustrate some of the basic concepts and techniques of natural language processing (NLP).,https://freecomputerbooks.com/Natural-Language-Processing-Techniques-in-Prolog.html
Machine Translation: An Introductory Guide,"This introductory book looks at all aspects of Machine Translation: covering questions of what it is like to use a modern Machine Translation system, through questions about how it is done, to questions of evaluating systems, and what developments can be foreseen.",https://freecomputerbooks.com/Machine-Translation-An-Introductory-Guide.html
Algebraic Combinatorics on Words,This book is both a comprehensive introduction to the subject and a valuable reference source for researchers. An introductory chapter provides the reader with all the necessary background material.,https://freecomputerbooks.com/Algebraic-Combinatorics-on-Words.html
Applied Combinatorics on Words,The aim of this book is to present a unified treatment of some of the major fields of applications of combinatorics.,https://freecomputerbooks.com/Applied-Combinatorics-on-Words.html
Semantics - Advances in Theories and Mathematical Models,"This book is a nice blend of number of great ideas, theories, mathematical models, and practical systems in the domain of Semantics. It highlights the advances in theories and mathematical models in the domain of Semantics.",https://freecomputerbooks.com/Semantics-Advances-in-Theories-and-Mathematical-Models.html
Semantics in Action - Applications and Scenarios,"This book is a nice blend of number of great ideas, theories, mathematical models, and practical systems in the domain of Semantics. It highlights highlights the state-of-the-art application areas in the domain of Semantics.",https://freecomputerbooks.com/Semantics-in-Action-Applications-and-Scenarios.html
Language Translation Using PCCTS and C++: A Reference Guide,"This book is a reference guide for the parser generator ANTLR, ANother Tool for Language Recognition, and the tree-parser generator SORCERER, which is suited to source-to-source translation.",https://freecomputerbooks.com/Language-Translation-Using-PCCTS-and-Cpp.html
Creative Multilingualism: A Manifesto,"This book is a welcome contribution to the field of modern languages, highlighting the intricate relationship between Multilingualism and creativity, and, crucially, reaching beyond an Anglo-centric view of the world.",https://freecomputerbooks.com/Creative-Multilingualism-A-Manifesto.html
Discourses on Social Software,"This book details the many ways in which the seemingly abstract disciplines of logic and computer science can be used to analyze and solve contemporary social problems, offers the reader a fascinating introduction to the innovative field of social software.",https://freecomputerbooks.com/Discourses-on-Social-Software.html
How To Code in Node.js,"Learn the basics of how to code in Node.js, gaining skills that apply equally to back-end and full stack development in the process, leverage Node's asynchronous code execution capabilities, complete with event emitters and listeners that will respond to user actions.",https://freecomputerbooks.com/How-To-Code-in-Node.js.html
Get Programming with Node.js ,"This book teaches you to build web servers using JavaScript and Node.js. In this engaging tutorial, you'll work through eight complete projects, from writing the code for your first web server to adding live chat to a web app.",https://freecomputerbooks.com/Get-Programming-with-Node.js.html
From Containers to Kubernetes with Node.js ,This book is designed to introduce you to using containers and Kubernetes for full-stack development. You'll learn how to develop a full-stack application using Node.js and MongoDB and how to manage them.,https://freecomputerbooks.com/From-Containers-to-Kubernetes-with-Node.js.html
Learning Node.js ,"This book teaches you to build web servers using JavaScript and Node.js. If you're comfortable working with JavaScript, this book provides programming and deployment examples to help you take advantage of server-side development with Node.",https://freecomputerbooks.com/Learning-Node.js.html
The Node.js Handbook ,"This book is a practical, project-based book that provides you with all you need to get started as a Node.js developer. It cuts through the mass of information available around Node and delivers the essential skills that you need to become a Node developer.",https://freecomputerbooks.com/The-Node.js-Handbook.html
Express.js Guide: The Comprehensive Book on Express.js,"This book is the in-depth, detailed, hand-on manual on Express.js, a web application framework for the most popular Node.js framework. Understand the concepts, learn the best practices. Become an Express.js expert today.",https://freecomputerbooks.com/Express.js-Guide.html
The Node Beginner Book: A Comprehensive Node.js Tutorial,"The aim of this book is to get you started with developing applications for Node.js, teaching you everything you need to know about advanced JavaScript along the way. Implement practical solutions for scaling, securing, and testing your Node.js web apps effectively",https://freecomputerbooks.com/The-Node-Beginner-Book.html
Practical Node.js: Building Real-World Scalable Web Apps,"This book takes you from installing all the necessary modules to writing full-stack web applications. You'll harness the power of the Express.js and Hapi frameworks, the MongoDB database with Mongoskin and Mongoose.",https://freecomputerbooks.com/Practical-Node.js-Building-Real-World-Scalable-Web-Apps.html
Node.js Notes for Professionals,Do you want to understand all the facets of Node.js programming and build complex Node.js apps? Then you have come to the right place. This problem-solution guide will help you to eliminate expensive learning curves and focus on specific issues.,https://freecomputerbooks.com/Node.js-Notes-for-Professionals.html
O'Reilly® What Is Node? JavaScript Breaks Out of the Browser,"This short book introduces you to Node.js, the new web development framework written in JavaScript. In fact, why in the world would anyone want to run JavaScript outside of a browser, let alone the server?",https://freecomputerbooks.com/What-Is-Node.html
Node.js Succinctly,"This informative e-book will take you from Hello World to if-then decisions, all the way to real-time data monitoring. You'll learn how to use Node.js to build modules, declare JSON data objects, and create entire web-based applications.",https://freecomputerbooks.com/Node.js-Succinctly.html
Node: Up and Running - Scalable Server-Side Code,"This book introduces you to Node.js, the new web development framework written in JavaScript. You'll learn hands-on how Node makes life easier for experienced JavaScript developers: you work on the front end and back end in the same language.",https://freecomputerbooks.com/Up-and-Running-with-Node-JS.html
The Node Craftsman Book,"This book helps JavaScript programmers with basic Node.js knowledge to now thoroughly master Node.js and JavaScript, incuding object-orientation, test-driven development, database handling, web frameworks, and much more.",https://freecomputerbooks.com/The-Node-Craftsman-Book.html
"Full-Stack React Projects: React, Node, Express, and MongoDB","This book guides you through preparing the development environment for MERN stack-based web development, to creating a basic skeleton application and extending it to build four different web applications.",https://freecomputerbooks.com/Full-Stack-React-Projects.html
"Objective-C 2.0 Essentials, Third Edition","Now updated for the new ""Modern Objective-C"" features. The goal of this book is to teach the skills necessary to program in Objective-C using a style that is easy to follow, rich in examples and accessible to those who have never used Objective-C before.",https://freecomputerbooks.com/Objective-C-2.0-Essentials-Third-Edition.html
Ry's Objective-C Tutorial,"This book serves as both a concise quick-reference and a comprehensive introduction for newcomers to the Objective-C programming language. It walks through each language feature step-by-step, explaining concepts via hands-on examples.",https://freecomputerbooks.com/Rys-Objective-C-Tutorial.html
Learn Objective-C in 24 Days ,"This book attempts to teach C and Objective-C as one language. Objective-C is a strict superset of plain C, which means that any valid C is also valid Obj-C. It will supply plenty of screenshots, and include exercises at the end of each lesson.",https://freecomputerbooks.com/Learn-Objective-C-in-24-Days.html
Objective-C Succinctly ,"This is the only book you need for getting started with Objective-C - the primary language beneath all Mac, iPad, and iPhone apps. It guides you from downloading Xcode, the Apple's Objective-C IDE, to utilizing advanced features.",https://freecomputerbooks.com/Objective-C-Succinctly.html
Xcode Tutorial For Beginners ,"This book is for anyone wanting to know more about creating software using Xcode, a programming tool used to develop applications for iOS, macOS, watchOS, and tvOS. You will get easy to understand, step-by-step guidance on how to program in Xcode.",https://freecomputerbooks.com/Xcode-Tutorial-For-Beginners.html
Become an Xcoder: Start Programming the Mac Using Objective-C,"Written for non-programmers,, this book offers a solid foundation for getting the most out of Apple's Xcode tools, a collection of apps and frameworks used to develop, test, and optimize apps for Mac OS X or the iOS (iPhone, iPad, etc.).",https://freecomputerbooks.com/Become-an-Xcoder-Start-Programming-the-Mac-Using-Objective-C.html
The Objective-C 2.0 Programming Language ,This book is about the first component of the development environment - the Objective-C programming language.,https://freecomputerbooks.com/The-Objective-C-2-0-Programming-Language.html
Conceptive C,Conceptive C is an AI programming Language based on Objective-C and C Language. It is a superset of both languages and is designed to work with Apple Mac OS X and iOS.,https://freecomputerbooks.com/Conceptive-C.html
